"OriginalName","Organizations","Type","CleanName","CleanNameNoMiddle","IsDuplicate",
"McClellan, Shirley","Defence Construction (1951) Limited","Govenor In Council Appointments","McClellan, Shirley","McClellan, Shirley","n",
"O'Neill, Lori","Defence Construction (1951) Limited","Govenor In Council Appointments","O'Neill, Lori","O'Neill, Lori","n",
"Presser, Robert","Defence Construction (1951) Limited","Govenor In Council Appointments","Presser, Robert","Presser, Robert","n",
"Gagnon, Geneviève","Detroit River Crossing International Authority","Govenor In Council Appointments","Gagnon, Geneviève","Gagnon, Geneviève","n",
"Boivin, Jacques","Export Development Canada","Govenor In Council Appointments","Boivin, Jacques","Boivin, Jacques","n",
"Burghardt, Jeff","Export Development Canada","Govenor In Council Appointments","Burghardt, Jeff","Burghardt, Jeff","n",
"Clarke, Herbert","Export Development Canada","Govenor In Council Appointments","Clarke, Herbert","Clarke, Herbert","n",
"Culbert, Heather","Export Development Canada","Govenor In Council Appointments","Culbert, Heather","Culbert, Heather","n",
"Daignault, Benoit","Export Development Canada","Govenor In Council Appointments","Daignault, Benoit","Daignault, Benoit","n",
"Gordon, Lindsay","Export Development Canada","Govenor In Council Appointments","Gordon, Lindsay","Gordon, Lindsay","n",
"Khurana, Vikram","Export Development Canada","Govenor In Council Appointments","Khurana, Vikram","Khurana, Vikram","n",
"Lifson, Elliot","Export Development Canada","Govenor In Council Appointments","Lifson, Elliot","Lifson, Elliot","n",
"McLeese, Robert","Export Development Canada","Govenor In Council Appointments","McLeese, Robert","McLeese, Robert","n",
"Stefanson, Jason","Export Development Canada","Govenor In Council Appointments","Stefanson, Jason","Stefanson, Jason","n",
"Steiner, Jeffrey","Export Development Canada","Govenor In Council Appointments","Steiner, Jeffrey","Steiner, Jeffrey","n",
"Thibault, Darlene","Export Development Canada","Govenor In Council Appointments","Thibault, Darlene","Thibault, Darlene","n",
"Warn-Schindel, Kevin","Export Development Canada","Govenor In Council Appointments","Warn-Schindel, Kevin","Warn-Schindel, Kevin","n",
"Bettle, Donald","Farm Credit Canada","Govenor In Council Appointments","Bettle, Donald","Bettle, Donald","n",
"Cloutier, Sylvie","Farm Credit Canada","Govenor In Council Appointments","Cloutier, Sylvie","Cloutier, Sylvie","n",
"Halford, Jane","Farm Credit Canada","Govenor In Council Appointments","Halford, Jane","Halford, Jane","n",
"Hanmer, Brad","Farm Credit Canada","Govenor In Council Appointments","Hanmer, Brad","Hanmer, Brad","n",
"Hoffort, Michael","Farm Credit Canada","Govenor In Council Appointments","Hoffort, Michael","Hoffort, Michael","n",
"Johnston, Dale","Farm Credit Canada","Govenor In Council Appointments","Johnston, Dale","Johnston, Dale","n",
"May, Collin","Farm Credit Canada","Govenor In Council Appointments","May, Collin","May, Collin","n",
"Muir, Jamie","Farm Credit Canada","Govenor In Council Appointments","Muir, Jamie","Muir, Jamie","n",
"Schoepp, Brenda","Farm Credit Canada","Govenor In Council Appointments","Schoepp, Brenda","Schoepp, Brenda","n",
"Skinner, Jason","Farm Credit Canada","Govenor In Council Appointments","Skinner, Jason","Skinner, Jason","n",
"Daigneault, Pascale","Federal Bridge Corporation Limited (The)","Govenor In Council Appointments","Daigneault, Pascale","Daigneault, Pascale","n",
"Dubé, Micheline","Federal Bridge Corporation Limited (The)","Govenor In Council Appointments","Dubé, Micheline","Dubé, Micheline","n",
"Tropea, Deborah","Federal Bridge Corporation Limited (The)","Govenor In Council Appointments","Tropea, Deborah","Tropea, Deborah","n",
"Rooney, Jane","Financial Consumer Agency of Canada","Govenor In Council Appointments","Rooney, Jane","Rooney, Jane","n",
"Cossette, Gérald","Financial Transactions and Reports Analysis Centre of Canada","Govenor In Council Appointments","Cossette, Gérald","Cossette, Gérald","n",
"Bernard, Joanna","First Nations Financial Management Board","Govenor In Council Appointments","Bernard, Joanna","Bernard, Joanna","n",
"Calla, Harold","First Nations Financial Management Board","Govenor In Council Appointments","Calla, Harold","Calla, Harold","n",
"Muise, Deanna","First Nations Financial Management Board","Govenor In Council Appointments","Muise, Deanna","Muise, Deanna","n",
"Nott, Gary","First Nations Financial Management Board","Govenor In Council Appointments","Nott, Gary","Nott, Gary","n",
"Prodger, Jim","First Nations Financial Management Board","Govenor In Council Appointments","Prodger, Jim","Prodger, Jim","n",
"Robb, Barrie","First Nations Financial Management Board","Govenor In Council Appointments","Robb, Barrie","Robb, Barrie","n",
"Titus, Brian","First Nations Financial Management Board","Govenor In Council Appointments","Titus, Brian","Titus, Brian","n",
"Jha, Aditya","First Nations Financial Management Board,æNational Capital Commission","Govenor In Council Appointments","Jha, Aditya","Jha, Aditya","n",
"Auclair, Céline","First Nations Tax Commission","Govenor In Council Appointments","Auclair, Céline","Auclair, Céline","n",
"Brochu, Leslie","First Nations Tax Commission","Govenor In Council Appointments","Brochu, Leslie","Brochu, Leslie","n",
"Lafond, Lester","First Nations Tax Commission","Govenor In Council Appointments","Lafond, Lester","Lafond, Lester","n",
"Marsh, Kenneth","First Nations Tax Commission","Govenor In Council Appointments","Marsh, Kenneth","Marsh, Kenneth","n",
"McCue, William","First Nations Tax Commission","Govenor In Council Appointments","McCue, William","McCue, William","n",
"Paul, David","First Nations Tax Commission","Govenor In Council Appointments","Paul, David","Paul, David","n",
"Price, Randy","First Nations Tax Commission","Govenor In Council Appointments","Price, Randy","Price, Randy","n",
"Shaw, Ann","First Nations Tax Commission","Govenor In Council Appointments","Shaw, Ann","Shaw, Ann","n",
"Buckley, Bert","Freshwater Fish Marketing Corporation","Govenor In Council Appointments","Buckley, Bert","Buckley, Bert","n",
"Crate, Vince","Freshwater Fish Marketing Corporation","Govenor In Council Appointments","Crate, Vince","Crate, Vince","n",
"Salkeld, Donald","Freshwater Fish Marketing Corporation","Govenor In Council Appointments","Salkeld, Donald","Salkeld, Donald","n",
"Sprague, Trevor","Freshwater Fish Marketing Corporation","Govenor In Council Appointments","Sprague, Trevor","Sprague, Trevor","n",
"Wharton, Marielle","Freshwater Fish Marketing Corporation","Govenor In Council Appointments","Wharton, Marielle","Wharton, Marielle","n",
"Mill, Tracey","Great Lakes Fishery Commission","Govenor In Council Appointments","Mill, Tracey","Mill, Tracey","n",
"Desrochers, Michel","Great Lakes Pilotage Authority","Govenor In Council Appointments","Desrochers, Michel","Desrochers, Michel","n",
"Dion, Danièle","Great Lakes Pilotage Authority","Govenor In Council Appointments","Dion, Danièle","Dion, Danièle","n",
"Geddes, Terry","Great Lakes Pilotage Authority","Govenor In Council Appointments","Geddes, Terry","Geddes, Terry","n",
"Grieve, David","Great Lakes Pilotage Authority","Govenor In Council Appointments","Grieve, David","Grieve, David","n",
"Pratt, Michael","Great Lakes Pilotage Authority","Govenor In Council Appointments","Pratt, Michael","Pratt, Michael","n",
"Moccio, Matthew","Hamilton Port Authority","Govenor In Council Appointments","Moccio, Matthew","Moccio, Matthew","n",
"Ahmed, Kamal","Harbour of Québec","Govenor In Council Appointments","Ahmed, Kamal","Ahmed, Kamal","n",
"Ashton, John","Historic Sites and Monuments Board of Canada","Govenor In Council Appointments","Ashton, John","Ashton, John","n",
"Cusack, Leonard","Historic Sites and Monuments Board of Canada","Govenor In Council Appointments","Cusack, Leonard","Cusack, Leonard","n",
"Roquet, Nicholas","Historic Sites and Monuments Board of Canada","Govenor In Council Appointments","Roquet, Nicholas","Roquet, Nicholas","n",
"Sackett, Margot","Historic Sites and Monuments Board of Canada","Govenor In Council Appointments","Sackett, Margot","Sackett, Margot","n",
"Wheeler, Lorne","Historic Sites and Monuments Board of Canada","Govenor In Council Appointments","Wheeler, Lorne","Wheeler, Lorne","n",
"Wishart, Richard","Historic Sites and Monuments Board of Canada","Govenor In Council Appointments","Wishart, Richard","Wishart, Richard","n",
"Berthiaume, Guy","Historic Sites and Monuments Board of Canada,Library and Archives of Canada","Govenor In Council Appointments","Berthiaume, Guy","Berthiaume, Guy","n",
"Bosc, Marc","House of Commons","Govenor In Council Appointments","Bosc, Marc","Bosc, Marc","n",
"Dufresne, Philippe","House of Commons","Govenor In Council Appointments","Dufresne, Philippe","Dufresne, Philippe","n",
"Ahara, Roslyn","Immigration and Refugee Board","Govenor In Council Appointments","Ahara, Roslyn","Ahara, Roslyn","n",
"Andrachuk, Rose","Immigration and Refugee Board","Govenor In Council Appointments","Andrachuk, Rose","Andrachuk, Rose","n",
"Aterman, Paul","Immigration and Refugee Board","Govenor In Council Appointments","Aterman, Paul","Aterman, Paul","n",
"Basmajian, Haig","Immigration and Refugee Board","Govenor In Council Appointments","Basmajian, Haig","Basmajian, Haig","n",
"Bissonnette, Alain","Immigration and Refugee Board","Govenor In Council Appointments","Bissonnette, Alain","Bissonnette, Alain","n",
"Brychcy, Anna","Immigration and Refugee Board","Govenor In Council Appointments","Brychcy, Anna","Brychcy, Anna","n",
"Cousineau, Louis","Immigration and Refugee Board","Govenor In Council Appointments","Cousineau, Louis","Cousineau, Louis","n",
"Cyr, Roxane","Immigration and Refugee Board","Govenor In Council Appointments","Cyr, Roxane","Cyr, Roxane","n",
"de Andrade, Maria","Immigration and Refugee Board","Govenor In Council Appointments","de Andrade, Maria","de Andrade, Maria","n",
"Dhir, Rena","Immigration and Refugee Board","Govenor In Council Appointments","Dhir, Rena","Dhir, Rena","n",
"Dickenson, Kirk","Immigration and Refugee Board","Govenor In Council Appointments","Dickenson, Kirk","Dickenson, Kirk","n",
"Dion, Mario","Immigration and Refugee Board","Govenor In Council Appointments","Dion, Mario","Dion, Mario","n",
"Doyle, Elaine","Immigration and Refugee Board","Govenor In Council Appointments","Doyle, Elaine","Doyle, Elaine","n",
"Fainbloom, Kevin","Immigration and Refugee Board","Govenor In Council Appointments","Fainbloom, Kevin","Fainbloom, Kevin","n",
"Gaultier, Luella","Immigration and Refugee Board","Govenor In Council Appointments","Gaultier, Luella","Gaultier, Luella","n",
"Gauthier, Lyne","Immigration and Refugee Board","Govenor In Council Appointments","Gauthier, Lyne","Gauthier, Lyne","n",
"Greenside, Patricia","Immigration and Refugee Board","Govenor In Council Appointments","Greenside, Patricia","Greenside, Patricia","n",
"Israel, Milton","Immigration and Refugee Board","Govenor In Council Appointments","Israel, Milton","Israel, Milton","n",
"Kingma, Maryanne","Immigration and Refugee Board","Govenor In Council Appointments","Kingma, Maryanne","Kingma, Maryanne","n",
"Leduc, Normand","Immigration and Refugee Board","Govenor In Council Appointments","Leduc, Normand","Leduc, Normand","n",
"Mattu, Kashi","Immigration and Refugee Board","Govenor In Council Appointments","Mattu, Kashi","Mattu, Kashi","n",
"McSweeney, Daniel","Immigration and Refugee Board","Govenor In Council Appointments","McSweeney, Daniel","McSweeney, Daniel","n",
"Patel, Vandana","Immigration and Refugee Board","Govenor In Council Appointments","Patel, Vandana","Patel, Vandana","n",
"Pettinella, Michele","Immigration and Refugee Board","Govenor In Council Appointments","Pettinella, Michele","Pettinella, Michele","n",
"Rivest, Marie-José","Immigration and Refugee Board","Govenor In Council Appointments","Rivest, Marie-José","Rivest, Marie-José","n",
"Setton, Dominique","Immigration and Refugee Board","Govenor In Council Appointments","Setton, Dominique","Setton, Dominique","n",
"Sterlin, Michael","Immigration and Refugee Board","Govenor In Council Appointments","Sterlin, Michael","Sterlin, Michael","n",
"Uppal, Atam","Immigration and Refugee Board","Govenor In Council Appointments","Uppal, Atam","Uppal, Atam","n",
"Zicherman, Doris","Immigration and Refugee Board","Govenor In Council Appointments","Zicherman, Doris","Zicherman, Doris","n",
"Jolicoeur, Renée","Independent Review Panel for Defence Acquisition","Govenor In Council Appointments","Jolicoeur, Renée","Jolicoeur, Renée","n",
"Lagassé, Philippe","Independent Review Panel for Defence Acquisition","Govenor In Council Appointments","Lagassé, Philippe","Lagassé, Philippe","n",
"Sinclair, Murray","Indian Residential Schools Truth and Reconciliation Commission","Govenor In Council Appointments","Sinclair, Murray","Sinclair, Murray","n",
"Wilson, Marie","Indian Residential Schools Truth and Reconciliation Commission","Govenor In Council Appointments","Wilson, Marie","Wilson, Marie","n",
"Irish, Maureen","Internal Trade Agreement: Dispute Resolution Roster of Panellists","Govenor In Council Appointments","Irish, Maureen","Irish, Maureen","n",
"Brown, Malcolm","International Bank for Reconstruction and Development,æMultilateral Investment Guarantee Agency","Govenor In Council Appointments","Brown, Malcolm","Brown, Malcolm","n",
"Scattolon, Faith","International Commission on the Conservation of Atlantic Tunas","Govenor In Council Appointments","Scattolon, Faith","Scattolon, Faith","n",
"Gilmore, Scott","International Development Research Centre","Govenor In Council Appointments","Gilmore, Scott","Gilmore, Scott","n",
"Heath, Alanna","International Development Research Centre","Govenor In Council Appointments","Heath, Alanna","Heath, Alanna","n",
"Houlden, Gordon","International Development Research Centre","Govenor In Council Appointments","Houlden, Gordon","Houlden, Gordon","n",
"Khoja, Shainoor","International Development Research Centre","Govenor In Council Appointments","Khoja, Shainoor","Khoja, Shainoor","n",
"Lebel, Jean","International Development Research Centre","Govenor In Council Appointments","Lebel, Jean","Lebel, Jean","n",
"Patel, Nadir","International Development Research Centre","Govenor In Council Appointments","Patel, Nadir","Patel, Nadir","n",
"Rosenthal, Uriel","International Development Research Centre","Govenor In Council Appointments","Rosenthal, Uriel","Rosenthal, Uriel","n",
"Solberg, Monte","International Development Research Centre","Govenor In Council Appointments","Solberg, Monte","Solberg, Monte","n",
"Bouchard, BenoÓt","International Joint Commission","Govenor In Council Appointments","Bouchard, BenoÓt","Bouchard, BenoÓt","n",
